key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate
0.0018,space,2.7583,,,2023-10-10_15h24.33.715,SlotMachine_updated,2023.1.3,MacIntel,60.04202942
,,,,,2023-10-10_15h24.33.715,SlotMachine_updated,2023.1.3,MacIntel,60.04202942
