key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate
0.0006,space,1.4254,,,2023-10-26_13h31.43.985,SlotMachine_updated,2023.1.3,MacIntel,60.06006006
,,,,,2023-10-26_13h31.43.985,SlotMachine_updated,2023.1.3,MacIntel,60.06006006
