key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
0.0004,space,2.2277,,jc,2023-10-10_14h50.26.405,SlotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,
,,,,jc,2023-10-10_14h50.26.405,SlotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,,,,
,,,,jc,2023-10-10_14h50.26.405,SlotMachine_updated,2023.1.3,MacIntel,60.04202942,150.334,space,8.9061,,,,,,,,,
,,,,jc,2023-10-10_14h50.26.405,SlotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,159.2848,space,1.0282,,,,,
,,,,jc,2023-10-10_14h50.26.405,SlotMachine_updated,2023.1.3,MacIntel,60.04202942,,,,,,,,,160.3357,space,0.6121,
