key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration
0.0003,space,1.8314,,,2023-11-06_17h36.28.774,Slot Machine Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,
,,,,,2023-11-06_17h36.28.774,Slot Machine Game,2023.1.3,MacIntel,60.06006006,1.8499,space,4.6025,,,,,,,,,
,,,,,2023-11-06_17h36.28.774,Slot Machine Game,2023.1.3,MacIntel,60.06006006,,,,,6.4636,space,2.5584,,,,,
,,,,,2023-11-06_17h36.28.774,Slot Machine Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,9.0402,space,4.3371,
,,,,,2023-11-06_17h36.28.774,Slot Machine Game,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,
