key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.keys,key_resp_practice_slots.rt,key_resp_practice_slots.duration,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_block.ran,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,blockNumber,blockAssignment,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
0.0008,space,2.4292,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,144.156,space,32.6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,176.8031,space,1.8507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,178.6669,space,0.6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,"[9,15]","[[2,1,3],[2,3,1]]",179.3083,up,1.272,,1,,stimuli/card_100_transparent.png,100,100,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,181.9149,up,0.5172,,1,,stimuli/card_100_transparent.png,200,100,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,183.7475,up,0.167,,1.5,,stimuli/card_100_transparent.png,300,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,185.7315,up,0.213,,1,,stimuli/card_0_transparent.png,300,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,187.2622,up,0.3504,,1.5,,stimuli/card_100_transparent.png,400,100,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,189.4285,up,0.0278,,1.5,,stimuli/card_100_transparent.png,500,100,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,191.275,up,0.006,,1.5,,stimuli/card_100_transparent.png,600,100,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,193.0882,up,0.0022,,1.5,,stimuli/card_100_transparent.png,700,100,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,194.9048,up,0.2963,,0.5,,stimuli/card_100_transparent.png,800,100,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,196.02,up,0.3634,,1.5,,stimuli/card_0_transparent.png,800,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,198.1924,up,0.3533,,0.5,,stimuli/card_0_transparent.png,800,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,199.3847,left,0.7361,,1.5,,stimuli/card_0_transparent.png,800,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,201.9336,right,0.1198,,1.5,,stimuli/card_100_transparent.png,900,100,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,203.8633,right,0.3038,,1.5,,stimuli/card_100_transparent.png,1000,100,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,205.9822,right,0.2144,,1.5,,stimuli/card_100_transparent.png,1100,100,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0142,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,"[6,15]","[[1,3,2],[3,1,2]]",213.0103,right,0.5978,,1,,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,214.9229,up,0.5009,,1.5,,stimuli/card_0_transparent.png,10,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,217.2374,left,0.297,,0.5,,stimuli/card_100_transparent.png,110,100,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,218.3549,left,0.4018,,1.5,,stimuli/card_0_transparent.png,110,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,220.5682,right,0.5537,,1,,stimuli/card_10_transparent.png,120,10,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,222.4326,up,0.5339,,1,,stimuli/card_0_transparent.png,120,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,224.2809,left,0.404,,0.5,,stimuli/card_0_transparent.png,120,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2023-10-09_16h09.43.991,SlotMachine_updated,2023.1.3,MacIntel,60.06006006,,,,,,,,,,,,,,,225.4992,left,0.3755,,0.5,,stimuli/card_0_transparent.png,120,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
