key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate
0.0009,space,2.2578,,9999,2023-10-10_24h36.07.385,SlotMachine_updated,2023.1.3,Win32,59.9268892
