key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate
0.001,space,1.4759,,,2023-10-26_10h09.23.248,SlotMachine_updated,2023.1.3,MacIntel,60.06006006
