key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate
0.0002,space,1.632,,,2023-10-09_18h09.50.241,SlotMachine_updated,2023.1.3,MacIntel,120.0048002
